R,G,B,S1,S2
88.68549794931118,62.316247765275,49.474729203912084,12.841518561362918,-65.58001892943528
88.89328547297298,62.40599662162162,49.59970439189189,12.806292229729728,-65.78086993243244
88.63435994133668,62.28315524827153,49.46800754242615,12.815147705845376,-65.51755709197569
88.6780431594385,62.24954954954955,49.53963963963964,12.70990990990991,-65.56689712968782
88.60498799958259,62.28945006782845,49.515204007095896,12.774246060732551,-65.40532192424084
88.65078566939032,62.3233605698722,49.46830085899853,12.855059710873668,-65.50990990990991
88.68499895244081,62.25560444165095,49.45533207626231,12.800272365388643,-65.65906138696836
88.65124659543264,62.278671694950766,49.468845589775825,12.809826105174942,-65.5549759061387
88.60319697129036,62.255652539699234,49.47979808602377,12.775854453675464,-65.4709433168577
88.77978756967084,62.27925123567147,49.54182353559786,12.73742770007361,-65.73850036807237
88.6237586423633,62.15606536769327,49.39404986381731,12.762015503875965,-65.69740205321602
88.81968661268272,62.29443684930066,49.52058050268167,12.773856346618992,-65.8243558733831
88.82861064189188,62.32687922297297,49.52557010135135,12.801309121621621,-65.80477195945946
88.8584498895783,62.337133242191605,49.54434746030077,12.792785781890835,-65.83541907666421
88.8385632400318,62.38347767875821,49.59999581607464,12.783481862683573,-65.69365298523076
88.7044469450696,62.315891472868216,49.59414853713428,12.721742935733936,-65.49885388013672
89.05643074981596,62.44065622042276,49.711936060574196,12.728720159848564,-65.96026921863495
89.04658800886992,62.52292791096607,49.78287519350655,12.74005271745952,-65.7873729132672
88.9157133878064,62.42767651372303,49.591619526503244,12.836056987219784,-65.81213073538655
89.19974760752972,62.55595751393417,49.72323062361973,12.83272689031444,-66.12030707750553
89.16351646505376,62.571614583333336,49.82841901881721,12.743195564516128,-65.92699932795696
88.77322438717788,62.20603394091766,49.407039597737274,12.79899434318039,-65.93337523570082
89.06770306707112,62.322463768115945,49.392568250758345,12.9298955173576,-66.42037411526796
89.21909769691871,62.64185508465664,49.710947523398886,12.930907561257754,-66.08539278578189
89.14283921174847,62.63733734990168,49.768879963181455,12.868457386720223,-65.87946111041379
89.1340579710145,62.350817323896194,49.41199022581733,12.938827098078868,-66.50530839231547
89.0450240938613,62.33733500942803,49.432118164676304,12.905216844751727,-66.32059501361826
89.12422074390193,62.62612442994017,49.722187356177564,12.903937073762606,-65.90012970168613
89.17640130402776,62.59104006730466,49.73198022925649,12.859059838048168,-66.02978231149437
89.07932722480231,62.61148069118447,49.66055813564286,12.95092255554161,-65.8866156227773
89.15141420490258,62.50758432851456,49.584056149172426,12.923528179342135,-66.21118793211818
88.87801314828342,62.38409683815089,49.47350516539706,12.910591672753831,-65.89842429301888
88.82544088490035,62.349013878743605,49.421350307836796,12.927663570906809,-65.8805175832203
88.76468746739017,62.31499530418449,49.37205468016279,12.942940624021702,-65.84232495043307
88.76237086507356,62.260148179067095,49.33582385474277,12.924324324324324,-65.92876969633726
88.711656057602,62.23307941145779,49.37476781801106,12.858311593446729,-65.81546488573514
