R,G,B,S1,S2,Std_S1,Std_S2,PR_raw,PR_normalized,PR_mean,PR_std
49.57033496870242,62.7779986465911,89.02203518863136,-26.244036542040263,52.65936389781763,,,0,0,,
49.62045339198105,62.73771358484182,89.06160125190323,-26.323887667061406,52.558408052782944,,,0,0,,
49.57482305358948,62.653669531513316,88.86040192113246,-26.206732389619148,52.36442534546681,,,0,0,,
49.69541864809783,62.780337126358695,89.15465777853261,-26.374320652173914,52.54415760869565,,,0,0,,
49.72134001358695,62.77513586956522,89.17068614130434,-26.395550271739125,52.503141983695656,,,0,0,,
49.64905315896739,62.78190811820652,89.17372197690217,-26.39181385869565,52.657523777173914,,,0,0,,
49.75673486786019,62.83299232736573,89.22553282182439,-26.392540494458657,52.54505541346974,,,0,0,,
49.78052819293478,62.820015285326086,89.18550441576087,-26.36548913043479,52.4444633152174,,,0,0,,
49.783012058423914,62.84132982336956,89.2368800951087,-26.39555027173914,52.51218580163044,,,0,0,,
49.817373015038385,62.83016090019981,89.12485014197077,-26.29468924177096,52.320265012093806,,,0,0,,
49.80954908288044,62.87393851902174,89.24596637228261,-26.372027853260867,52.50080672554348,,,0,0,,
49.682858230417864,62.78100152258501,89.05375570969379,-26.27275418710878,52.46904077144307,,,0,0,,
49.92162162162162,62.903800675675676,89.21347128378379,-26.309670608108114,52.27402871621623,,,0,0,,
49.85356841216216,62.980679898648646,89.19292652027028,-26.21224662162163,52.4664695945946,,,0,0,,
49.57566401624091,62.728218575537134,89.10715192014888,-26.378933344611745,52.6840424632042,,,0,0,,
49.856967905405405,62.99560810810811,89.28070101351351,-26.2850929054054,52.562373310810806,,,0,0,,
49.909945101351354,63.037943412162164,89.2848606418919,-26.246917229729732,52.50291385135135,,,0,0,,
49.976541385135135,63.057326858108105,89.25525760135135,-26.19793074324324,52.35950168918918,,,0,0,,
50.09494435612083,63.09384207737149,89.30781134075252,-26.21396926338103,52.21176470588236,,,0,0,,
49.9929054054054,63.04968327702703,89.26116976351351,-26.21148648648648,52.32504222972973,,,0,0,,
49.95536317567568,63.06499155405405,89.24066722972972,-26.17567567567567,52.39493243243242,,,0,0,,
49.98676097972973,62.996642736486486,89.19512246621622,-26.198479729729733,52.21824324324324,,,0,0,,
49.57602351547961,62.666088648282866,89.12368888512943,-26.45760023684656,52.63773050245307,,,0,0,,
49.80450450450451,62.72151686570291,88.99465744814582,-26.273140582442906,52.10716530483971,,,0,0,,
49.826628954535934,62.72874502409386,88.91627906976744,-26.18753404567358,51.991766184789434,,,0,0,,
49.88789021579719,62.70768908443327,88.8771422585376,-26.169453174104333,51.80905091137649,,,0,0,,
49.83689136607425,62.69281733094963,88.98369965296035,-26.290882322010724,52.00273425176149,,,0,0,,
49.81581814372512,62.61906557720511,88.96926461345066,-26.35019903624555,51.95669390320554,0.11038879844781052,0.24752758278072587,0.22077759689562104,,0.22077759689562104,0.0
49.922936165737724,62.76916605321274,89.12030707750552,-26.351141024292772,52.04360079924281,0.10896370262821976,0.2535843757789909,0.21792740525643953,-0.9999999999999902,0.21935250107603027,0.0014250958195907576
49.824418971500684,62.62784730255547,88.98222736355032,-26.35438006099485,51.96123672310443,0.10678920392239181,0.2605045015888643,0.21357840784478363,-1.3003783290067297,0.2174278033322814,0.002960211964188961
49.88627615942791,62.715196129982125,89.17858870543695,-26.463392575454826,52.12123251656326,0.10908366906703025,0.2646691865279844,0.2181673381340605,0.21468634580137716,0.21761268703272618,0.0025835415813890163
49.87027027027027,62.74742398648649,89.18146114864865,-26.434037162162163,52.188344594594604,0.10901327994912775,0.26650049511325064,0.2180265598982555,0.14291730678885586,0.21769546160583206,0.0023167123692906465
49.932622466216216,62.796811655405406,89.21307010135135,-26.416258445945942,52.14463682432432,0.11040354910836202,0.26999803573035436,0.22080709821672403,1.0750866683518492,0.2182140677076474,0.002411926950086599
49.846145756651595,62.674077190030495,89.06059522557577,-26.386518035545272,52.04238090230307,0.10965870915966056,0.27197690094881866,0.2193174183193211,0.41732988778503777,0.21837168922360078,0.0022661427407937337
49.900809759175516,62.695740877063834,89.0151856136292,-26.319444736565366,51.909306972342,0.10704524292134955,0.2756798150338014,0.2140904858426991,-1.4695286748950909,0.21783653880098808,0.002549152678872636
49.91813766891892,62.86980574324324,89.20147804054054,-26.331672297297295,52.235008445945944,0.1073274344094567,0.27641093045019355,0.2146548688189134,-1.086468287220676,0.21748301991409089,0.0026030682427116655
49.49346557266114,62.49266198612756,88.9487819319912,-26.456119945863648,52.45451277279649,0.109350779484929,0.27538748354767123,0.218701558969858,0.4393070050591589,0.2176048738196676,0.0024963980486555587
49.478387259858444,62.47847152005393,88.88479524772498,-26.40632372767105,52.40649224806202,0.11031850569836259,0.2734977513498584,0.22063701139672517,1.0874521909366717,0.21788052269030922,0.0025348136951580985
49.830672532998115,62.74728682170543,89.00192750890426,-26.25464068719883,52.08786926461346,0.11031903218946151,0.2769212683799849,0.22063806437892303,0.9937056266811306,0.21811031783102705,0.002543757909813167
49.88091216216216,62.85048564189189,89.22058699324324,-26.37010135135135,52.309248310810815,0.11084356810684566,0.27391057596640817,0.22168713621369132,1.2586267951105914,0.2183854577066166,0.002623238691485676
49.84355996621622,62.808994932432434,89.2126266891892,-26.40363175675676,52.33450168918919,0.11206782785048776,0.2726799540328497,0.22413565570097552,1.822554117636836,0.2187961861347851,0.002929663110971809
49.83703547297297,62.76427364864865,89.18555743243243,-26.421283783783785,52.27576013513514,0.1119598998897102,0.27363017086324154,0.2239197997794204,1.5398595774357793,0.21913776037776078,0.0031055035613200568
49.72575454832264,62.63093911031654,88.90259753917341,-26.271658428856874,52.08202755284467,0.11097535591426129,0.27709099155741745,0.22195071182852258,0.8553755400263215,0.21931356984343336,0.00308302244065579
49.69002632472826,62.71314538043478,89.17221467391305,-26.459069293478265,52.50530740489131,0.11250422694939068,0.2768593718243119,0.22500845389878135,1.6354030200901968,0.21964856302315972,0.0032774128516199173
49.33964219252242,62.32249196413466,88.89906530197936,-26.5765733378447,52.54227288106919,0.11637770138487628,0.27690716193410025,0.23275540276975257,2.8281059244233675,0.22037672078685933,0.00437702204715588
49.486508205041446,62.46861783116224,88.79318220267298,-26.32456437151074,52.28878362375233,0.1164495001329177,0.2776884756966426,0.2328990002658354,2.3279714628268384,0.22103578812785807,0.00509594396985087
49.50222043647437,62.49849856200304,88.92532989341905,-26.426831331416004,52.419387582473355,0.11772148632602059,0.27682060779400885,0.23544297265204117,2.329199435081572,0.22175614735406723,0.005876192949314623
49.51095415327356,62.420571815259684,88.96252749111825,-26.541955675858567,52.36119099983082,0.12079505451288101,0.2764030161068071,0.24159010902576203,2.6521910991417967,0.22270062171938604,0.007122219553669531
49.480044157608695,62.45045006793478,88.92429517663044,-26.473845108695656,52.41465692934783,0.12239025865966971,0.27623356558555484,0.24478051731933942,2.5268123330107173,0.22370425333756574,0.008341048405704564
49.52211589020928,62.38878956777789,88.83912083289515,-26.450331265117256,52.18367862025448,0.12362962840462148,0.2778150184455549,0.24725925680924296,2.379956058262132,0.22472838392329084,0.009466928100514761
49.53846807065217,62.37584918478261,88.9605129076087,-26.584663722826093,52.25942595108697,0.1278225950094973,0.2770194936889939,0.2556451900189946,2.6601264773480247,0.22601658417727846,0.011138044034377629
49.492688036874085,62.25346742090928,88.63867588518751,-26.38520846427823,51.90676723234862,0.1283129501661571,0.2800341539540864,0.2566259003323142,2.3597081861661127,0.2272409568234799,0.01245278703574652
49.400193798449614,62.237424165824066,88.69251348163128,-26.455089315807214,52.12955005055612,0.12752810395497696,0.28164173001992104,0.2550562079099539,2.006231707355017,0.22831077417295967,0.013331178865802594
49.475759480410645,62.265933375235704,88.61508485229416,-26.349151477058456,51.929499266708575,0.12716235287516794,0.2776419798930357,0.2543247057503359,1.7926426420723502,0.2292742531202699,0.013974035896583886
49.4940498638173,62.247517284726584,88.59061386968364,-26.343096584957053,51.850031426775615,0.1271029417706165,0.27684541185115286,0.254205883541233,1.6601628379046223,0.23016466849244716,0.014481239129005884
49.58904138513513,62.38621199324324,88.88241131756757,-26.49619932432433,52.09054054054055,0.12822522856685206,0.27690639426487373,0.2564504571337041,1.6901604116978504,0.23107107499731808,0.015015960592102138
49.58445945945946,62.39594594594595,88.87010135135135,-26.474155405405405,52.09712837837838,0.12809152504060115,0.27789508787866257,0.2561830500812023,1.5725746372921006,0.23190814083344755,0.015436411520380994
49.49987429289755,62.27540331028703,88.62635658914729,-26.35095327886026,51.90201131363922,0.12758812381207274,0.2693649122890991,0.2551762476241455,1.4313147755921247,0.2326587249234701,0.015732054950218795
49.474729203912084,62.316247765275,88.68549794931118,-26.369250184036183,52.05228730676202,0.12683993910246744,0.2699168474669607,0.25367987820493487,1.2799329612185515,0.23331563596351584,0.01591039754303334
49.59970439189189,62.40599662162162,88.89328547297298,-26.48728885135136,52.099873310810814,0.12775300044720814,0.2656326815135289,0.2555060008944163,1.33464131840765,0.23398807126445223,0.01612263110184309
49.46800754242615,62.28315524827153,88.63435994133668,-26.351204693065156,51.98150010475591,0.12675975737003561,0.2641535557460427,0.25351951474007123,1.1685295989190572,0.23456252548432335,0.016222943152902545
49.53963963963964,62.24954954954955,88.6780431594385,-26.428493609888953,51.848313429708774,0.12579869088703807,0.26767430287940414,0.25159738177407615,1.0190114209106587,0.23504923566403058,0.01623941181665757
49.515204007095896,62.28945006782845,88.60498799958259,-26.315537931754143,51.864030053219246,0.12565107797447694,0.2685893226091501,0.2513021559489539,0.9733846708079263,0.23550070567194512,0.016233510502988803
49.46830085899853,62.3233605698722,88.65078566939032,-26.327425099518116,52.03754452126545,0.12510318646412089,0.26636343611877406,0.25020637292824177,0.8838105677624867,0.2358981561383315,0.016189234788325613
49.45533207626231,62.25560444165095,88.68499895244081,-26.429394510789855,52.02993924156714,0.12307481319502146,0.2660521649116513,0.24614962639004292,0.6215693031440904,0.2361679316712713,0.016058860481495997
49.468845589775825,62.278671694950766,88.65124659543264,-26.372574900481872,51.992227110831756,0.12207546936004675,0.2623359851971065,0.2441509387200935,0.4891473477660163,0.23637262415970262,0.015901782143796145
49.47979808602377,62.255652539699234,88.60319697129036,-26.347544431591125,51.89925333894205,0.11965736452643225,0.2655139347270515,0.2393147290528645,0.18261183013290827,0.2364461767820317,0.01570846898990614
49.54182353559786,62.27925123567147,88.77978756967084,-26.500536333999378,51.9753917341466,0.11907926605962804,0.26645502504034807,0.23815853211925608,0.10765524022793148,0.23648794154635425,0.015517968000115956
49.39404986381731,62.15606536769327,88.6237586423633,-26.467693274670026,51.991724282421956,0.11935755602469447,0.2627268246708842,0.23871511204938894,0.1417683958480186,0.23654096941547412,0.01533587666637348
49.52058050268167,62.29443684930066,88.81968661268272,-26.525249763382057,52.07296245662004,0.12101828981824288,0.26077923669716924,0.24203657963648575,0.35363090571274286,0.23666877430433483,0.015179118242881269
49.52557010135135,62.32687922297297,88.82861064189188,-26.501731418918915,52.10434966216216,0.12231144044778453,0.25870215628524557,0.24462288089556905,0.5164185104725403,0.23684954945413564,0.01505238732500226
49.54434746030077,62.337133242191605,88.8584498895783,-26.52131664738669,52.10688821116836,0.12301500163283938,0.25615032292301915,0.24603000326567875,0.6006081839799652,0.23705355953883658,0.014945590097289787
49.59999581607464,62.38347767875821,88.8385632400318,-26.45508556127359,52.02204928664074,0.12299414320891114,0.25543569078908657,0.24598828641782228,0.5889996083472769,0.237247792731858,0.01483955772142184
49.59414853713428,62.315891472868216,88.7044469450696,-26.38855547220139,51.83204134366926,0.12269326453061313,0.2580038808802094,0.24538652906122627,0.5408548303048397,0.23742095733461052,0.01472774445247377
49.711936060574196,62.44065622042276,89.05643074981596,-26.6157745293932,52.07321484909033,0.12533573083237393,0.25746563204904854,0.25067146166474785,0.8828626035530511,0.23769700950815506,0.014695890509324488
49.78287519350655,62.52292791096607,89.04658800886992,-26.52366009790385,52.00376553282289,0.12632735268540038,0.25575232392955793,0.25265470537080076,0.9968925423041457,0.23800226860739274,0.014698110520058094
49.591619526503244,62.42767651372303,88.9157133878064,-26.488036874083377,52.160150848522946,0.1260601979348161,0.25378507851598436,0.2521203958696322,0.9422327131997489,0.2382846311526375,0.01468402075534982
49.72323062361973,62.55595751393417,89.19974760752972,-26.64379009359555,52.30924387422443,0.1298730747938972,0.24887248564086895,0.2597461495877944,1.4177688586381074,0.23870544523960138,0.014840715551055681
49.82841901881721,62.571614583333336,89.16351646505376,-26.591901881720425,52.07829301075268,0.13035063678233405,0.24757806764841137,0.2607012735646681,1.4377525360814893,0.23912844193816035,0.01500455125977607
49.407039597737274,62.20603394091766,88.77322438717788,-26.567190446260213,52.16517913262099,0.13012821661650698,0.2474041829835739,0.26025643323301395,1.3693787897352832,0.2395270832833463,0.01513777641734533
49.392568250758345,62.322463768115945,89.06770306707112,-26.745239298955177,52.60503033367038,0.13120938144068864,0.2481800250061437,0.2624187628813773,1.4674055839733062,0.23995100327590244,0.015311213103495697
49.710947523398886,62.64185508465664,89.21909769691871,-26.57724261226207,52.43905773477758,0.12915413469243686,0.24762588450366257,0.2583082693848737,1.172766465833934,0.24028477175061097,0.015368360333740063
49.768879963181455,62.63733734990168,89.14283921174847,-26.50550186184679,52.242416635287235,0.12763261300147027,0.24324757900184957,0.25526522600294055,0.9579246167674306,0.24055227986225972,0.015359189943704004
49.41199022581733,62.350817323896194,89.1340579710145,-26.783240647118305,52.66089484327604,0.13046723576108454,0.24721765954747796,0.2609344715221691,1.2954835647257912,0.2409098621720827,0.015457246927192695
49.432118164676304,62.33733500942803,89.0450240938613,-26.70768908443327,52.518122773936724,0.13330387301314353,0.24506951572112354,0.26660774602628706,1.6101993255771445,0.2413529291350862,0.015684279883888756
49.722187356177564,62.62612442994017,89.12422074390193,-26.49809631396176,52.30597046148697,0.12999376475952817,0.24450880885457768,0.25998752951905635,1.164151053414728,0.2416687698195603,0.015735724024612482
49.73198022925649,62.59104006730466,89.17640130402776,-26.585361236723102,52.30348091281944,0.13101222032341547,0.23937495806829506,0.26202444064683095,1.265248355528944,0.2420080310000148,0.01582014278805221
49.66055813564286,62.61148069118447,89.07932722480231,-26.467846533617845,52.369691644701064,0.12748722496445328,0.23939173098992977,0.25497444992890655,0.8084293567706322,0.24222059524475076,0.015776090486251754
49.584056149172426,62.50758432851456,89.15141420490258,-26.64382987638802,52.49088623507229,0.12954676362318893,0.23390100458027208,0.25909352724637785,1.051212305454017,0.24249273930929313,0.01579204110430848
49.47350516539706,62.38409683815089,88.87801314828342,-26.493916310132526,52.31509965564019,0.12909356047450637,0.23398977814595404,0.25818712094901275,0.9782585216989471,0.24274185647817756,0.01578853046330873
49.421350307836796,62.349013878743605,88.82544088490035,-26.47642700615674,52.33175414797036,0.1281022310244783,0.22984725364657274,0.2562044620489566,0.8412299397454505,0.24295220969022097,0.015753424518801178
49.37205468016279,62.31499530418449,88.76468746739017,-26.449692163205683,52.33557341124909,0.1278312954779696,0.2274822612737624,0.2556625909559392,0.7966232622376297,0.24314775401738586,0.015709856254260614
49.33582385474277,62.260148179067095,88.76237086507356,-26.50222268600647,52.35087133465512,0.1262949873581194,0.22739592339964498,0.2525899747162388,0.5948416179197064,0.24329081796736846,0.0156329961938298
49.37476781801106,62.23307941145779,88.711656057602,-26.478576646144212,52.19519983303767,0.12638937131682634,0.22491971968314176,0.2527787426336527,0.6007212919351176,0.24343242878328314,0.01555848606641201
49.3361995199833,62.19983303767088,88.72881143691954,-26.528978399248665,52.256245434623814,0.12691365805414212,0.22298727114853786,0.25382731610828424,0.6610200149881288,0.2435852947733567,0.01549426810489465
49.45415880997276,62.31516865702912,88.9425728053635,-26.627404148334378,52.349423842447095,0.12875828633899405,0.2185740398159323,0.2575165726779881,0.887402045575951,0.2437871973516847,0.015471426277130827
49.3828654909736,62.2118334550767,88.73160805593238,-26.519774600855683,52.17771052906188,0.12913780427384366,0.21582507885454755,0.25827560854768733,0.9239796557977924,0.24399417465448475,0.015456437599669389
49.311823019931126,62.15967859751643,88.74233538557863,-26.582656788062195,52.27836794323281,0.1300801913287254,0.21454479987215722,0.2601603826574508,1.0306195268095988,0.24422186772494905,0.015464984427222368
49.48030287096435,62.278241665790304,88.974298033442,-26.696056367651693,52.2919339573036,0.13311156145727424,0.21234261125176113,0.26622312291454847,1.393288556939164,0.2445274407136935,0.01557156419092178
49.298737347385995,62.14060315141396,88.78328289679641,-26.642679745382445,52.32641135343838,0.13423248011351593,0.21237944536823347,0.26846496022703187,1.5025661207353196,0.24485535193990363,0.015712858130711924
49.405489210140374,62.135114183951394,88.76201550387597,-26.626901319924578,52.08615126754662,0.13562155633778342,0.21048476123379942,0.27124311267556683,1.6370833445879984,0.24521194330119636,0.01590094326011342
49.4423213911586,62.24089671066415,88.90458830923947,-26.66369159857532,52.260842237586424,0.13662205171747954,0.2086981424943477,0.2732441034349591,1.7159398109181143,0.2455857054363132,0.016118512912085915
49.4238756130648,62.12296775540019,88.6990504017531,-26.57608264635291,51.974266931023685,0.1366730608951836,0.20990913891919719,0.2733461217903672,1.678459962996928,0.24595097407255076,0.016321597370068813
49.39786297925833,62.22514142049026,88.87831552482716,-26.653174104336898,52.30773098680076,0.13625153442193116,0.20831163022675814,0.27250306884386233,1.5891305307566306,0.24629580647217816,0.016491573136667468
49.300344359803816,62.107565480538454,88.70387143900658,-26.596305958468122,52.2107481999374,0.13695012931271544,0.2018182477366095,0.2739002586254309,1.6339995957629323,0.24664970970491218,0.016677206647529873
49.339288323072104,62.136157779401024,88.7033705520192,-26.56721277261817,52.16095168527601,0.13638288616626154,0.1979730191591423,0.2727657723325231,1.5324280365083132,0.24698029277614775,0.016826551682732446
49.357132421997285,62.151455702807056,88.6835646457268,-26.53210894291975,52.12075550453929,0.13487540507215556,0.19523316113735645,0.2697508101443111,1.329632552304716,0.24726492424324978,0.016911353337495747
49.376881496881495,62.137318087318086,88.63530145530146,-26.497983367983373,52.018856548856554,0.13214530559282095,0.1950737767670545,0.2642906111856419,0.9943251454778541,0.24747511790920526,0.016911463370822655
49.337234927234924,62.17372141372142,88.65844074844075,-26.484719334719337,52.15769230769232,0.12959107878186987,0.19505541921273192,0.25918215756373975,0.6860190031077281,0.24761788668548004,0.016857070760244994
49.3398518209329,62.23358029844516,88.68308462903057,-26.449504330585413,52.23696128560994,0.12685223103692872,0.19453782072846448,0.25370446207385744,0.35860633877137743,0.24769121891907497,0.016768368276434995
49.426901319924575,62.35344646972554,88.93563796354493,-26.582191493819394,52.435281793421325,0.12368161552466249,0.19508414428690518,0.24736323104932498,-0.01944309475233676,0.24768731430157795,0.016668295679319337
49.42814968814969,62.282640332640334,88.67941787941788,-26.39677754677755,52.10575883575884,0.12056771766215627,0.1951822150499796,0.24113543532431253,-0.3904006152726023,0.24761023337243365,0.016585009845847733
49.4736303871439,62.38620473755609,88.98514035270792,-26.598935615151824,52.42408431597621,0.12129694101865228,0.19081073253564734,0.24259388203730456,-0.3005395131469612,0.24755190370574612,0.016497070939278224
49.1226828446242,62.18448769801146,88.8953488372093,-26.71086113919784,52.834470845972355,0.12196358528421647,0.20281921346137557,0.24392717056843294,-0.2183928082127799,0.24751024010646666,0.016406536311135034
49.08739548494983,62.07934782608696,88.67205267558528,-26.59270484949832,52.576609531772576,0.11859908708854362,0.20595231963254793,0.23719817417708725,-0.6235545004880504,0.2473930575390873,0.016349626783257302
49.11569816053512,62.11013795986622,88.67792642140468,-26.567788461538456,52.556668060200664,0.11419372868749464,0.20554101697160496,0.22838745737498928,-1.1472231717470005,0.24717951146982778,0.016380469430565817
49.206584934277046,62.274161611054936,88.90598668688911,-26.631825075834172,52.76697842938995,0.11328682978136771,0.21298357969158008,0.22657365956273542,-1.2400897518549128,0.24695055755974898,0.016431792913806455
49.26062819576333,62.24612334342064,88.8237712616091,-26.577647918188454,52.548638213503075,0.11266457495817167,0.2143283947145995,0.22532914991634334,-1.3248551416375125,0.24700113037109037,0.016358000036110057
49.17957864696995,62.149425046164176,88.75195148564714,-26.602526439482965,52.542219237871414,0.11222820905861113,0.21633192807445709,0.22445641811722225,-1.392433077550518,0.24707367495843238,0.016242975842686105
49.287530001043514,62.25864551810498,88.87438171762496,-26.61573619951998,52.557967233642906,0.11191231116775378,0.217508029778431,0.22382462233550757,-1.4563147629871378,0.247187521786107,0.016042479307617773
49.31125952207033,62.267786705624545,88.86830846290306,-26.600521757278514,52.513576124386944,0.11235383793282154,0.21932003045168424,0.22470767586564305,-1.4161490510790533,0.24726019220534687,0.015925241995197913
49.16279264214047,62.11082775919733,88.75255016722409,-26.64172240802676,52.53779264214048,0.1131010403113764,0.22165034046058335,0.2262020806227528,-1.3401617408112487,0.24735103132450798,0.01578089424411784
49.348856548856546,62.083388773388776,88.6397920997921,-26.556403326403327,52.02546777546779,0.11286701503575716,0.22252656536277055,0.22573403007151432,-1.3806260638129793,0.2474057750117834,0.015697041732224425
49.2907503777069,62.1859786805439,88.95704633204633,-26.771067651502435,52.56152425717643,0.11558150897443042,0.22427487778518726,0.23116301794886085,-1.0557632259739504,0.24753739278544498,0.015509514286670321
49.156040969899664,62.08051839464883,88.74734531772575,-26.66682692307692,52.515781772575245,0.11500714339894125,0.223433486919356,0.2300142867978825,-1.1633298074570588,0.24771432390716924,0.015214977726718393
49.180082256169214,62.10953500083935,88.77285126741648,-26.663316266577134,52.52222175591741,0.11447497775669824,0.22532729048480735,0.22894995551339647,-1.2665131006327908,0.2478731582037746,0.01494118195928923
